time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2003-08-13T06:39:05.500Z,45.701,14.574,10,2.8,ml,12,159,,1.25,us,usp000c4r8,2014-11-07T01:19:30.415Z,"3 km W of Hrib-Loški Potok, Slovenia",earthquake,,,,,reviewed,us,zamg
2003-08-14T03:28:05.100Z,46.056,13.714,5,2.8,md,22,96.2,,,us,usp000c4tm,2014-11-07T01:19:30.680Z,"6 km ESE of Kanal, Slovenia",earthquake,,,,,reviewed,rom,rom
2003-08-16T02:49:58.840Z,43.071,17.656,7.2,3.1,ml,20,179.7,,,us,usp000c51g,2014-11-07T01:19:31.919Z,"1 km NNE of Metkovi?, Croatia",earthquake,,,,,reviewed,pdg,bud
2003-08-16T21:58:51.980Z,46.434,14.556,10,3.4,ml,32,41.6,,1.19,us,usp000c549,2014-11-07T01:19:32.292Z,"5 km NE of Zgornje Jezersko, Slovenia",earthquake,,,,,reviewed,us,grf
2003-08-21T11:06:22.540Z,44.26,15.256,10,3.7,md,40,88.4,,1.39,us,usp000c5h2,2014-11-07T01:19:33.982Z,"1 km ESE of Vrsi, Croatia",earthquake,,,,,reviewed,us,pdg
2003-08-21T12:30:42.800Z,44.281,15.08,10,2.9,md,6,196.9,,,us,usp000c5h9,2014-11-07T01:19:34.058Z,"2 km S of Vir, Croatia",earthquake,,,,,reviewed,rom,rom
2003-08-23T22:02:06.700Z,43.08,13.483,19.2,2.5,md,4,308.5,,,us,usp000c5ry,2014-11-07T01:19:34.852Z,"0 km W of Servigliano, Italy",earthquake,,,,,reviewed,rom,rom
2003-08-24T03:07:37.600Z,46.092,14.107,5,3,ml,61,36.5,,,us,usp000c5ss,2014-11-07T01:19:34.911Z,"3 km WSW of Gorenja Vas, Slovenia",earthquake,,,,,reviewed,rom,zamg
2003-08-25T13:28:32.430Z,43.225,18.29,10,3,ml,12,144.5,,,us,usp000c5wr,2014-11-07T01:19:35.278Z,"14 km ESE of Nevesinje, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,bud
2003-08-29T20:15:18.940Z,43.027,17.682,10,4.1,ml,108,38.5,,,us,usp000c67h,2014-11-07T01:19:36.707Z,"4 km SE of Metkovi?, Croatia",earthquake,,,,,reviewed,pdg,ldg
2003-09-02T19:17:46.100Z,43.92,16.65,10,3.2,md,37,122.1,,1.25,us,usp000c6jx,2014-11-07T01:19:42.232Z,"17 km N of Hrvace, Croatia",earthquake,,,,,reviewed,us,pdg
2003-09-02T21:17:26.100Z,43.146,15.228,10,3.8,ml,31,129.8,,0.93,us,usp000c6k2,2014-11-07T01:19:42.269Z,"71 km W of Komiža, Croatia",earthquake,,,,,reviewed,us,zamg
2003-09-03T14:59:54.960Z,45.415,14.613,10,2.9,ml,9,262.5,,0.66,us,usp000c6na,2014-11-07T01:19:43.679Z,"10 km ENE of Podhum, Croatia",earthquake,,,,,reviewed,us,zamg
2003-09-03T19:15:02.020Z,43.451,17.646,10,2.7,md,14,167.5,,1.16,us,usp000c6nz,2014-11-07T01:19:43.758Z,"8 km NNE of Široki Brijeg, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,pdg
2003-09-04T00:04:05.320Z,46.527,14.845,10,3.2,ml,27,43.3,,0.96,us,usp000c6ph,2014-11-07T01:19:43.839Z,"0 km NW of Mežica, Slovenia",earthquake,,,,,reviewed,us,zamg
2003-09-05T21:09:21.110Z,46.536,14.847,10,2.8,ml,23,49.3,,0.92,us,usp000c6va,2014-11-07T01:19:46.035Z,"1 km NNW of Mežica, Slovenia",earthquake,,,,,reviewed,us,zamg
2003-09-08T18:54:28.080Z,43.3,18.443,7,2.5,md,10,270,,,us,usp000c72z,2014-11-07T01:19:47.417Z,"16 km NNW of Gacko, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,pdg
2003-09-10T06:31:40.280Z,43.027,17.832,12,3.7,ml,35,64.6,,,us,usp000c75r,2014-11-07T01:19:47.622Z,"11 km SSW of Crni?i, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,zamg
2003-09-11T00:33:47.470Z,44.963,16.744,10,2.8,ml,24,153.6,,0.91,us,usp000c785,2014-11-07T01:19:47.937Z,"3 km SE of Prijedor, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,zamg
2003-09-12T09:30:37.710Z,45.591,13.569,10,2.7,ml,21,111.9,,1.23,us,usp000c7b8,2014-11-07T01:19:48.513Z,"7 km N of Piran, Slovenia",earthquake,,,,,reviewed,us,zamg
2003-09-13T07:50:28.410Z,45.674,15.794,10,2.8,ml,19,163.9,,0.64,us,usp000c7dq,2014-11-07T01:19:48.711Z,"2 km ENE of Donja Zden?ina, Croatia",earthquake,,,,,reviewed,us,zamg
2003-09-15T12:19:01.030Z,42.734,19.091,10.2,2.7,ml,11,56.3,,,us,usp000c7m9,2014-11-07T01:19:49.735Z,"12 km ESE of Nikši?, Montenegro",earthquake,,,,,reviewed,pdg,pdg
2003-09-16T21:18:32.390Z,43.196,18.579,20.2,3.4,md,45,76,,,us,usp000c7rv,2014-11-07T01:19:50.271Z,"4 km NE of Gacko, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,rom
2003-09-17T02:37:31.450Z,45.49,14.406,10,2.5,ml,10,227.3,,0.79,us,usp000c7ss,2014-11-07T01:19:50.418Z,"5 km NNE of Klana, Croatia",earthquake,,,,,reviewed,us,zamg
2003-09-17T08:36:06.380Z,43.227,18.509,12,3.1,ml,17,131.4,,,us,usp000c7tg,2014-11-07T01:19:50.885Z,"6 km NNW of Gacko, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,pdg
2003-09-19T19:44:00.830Z,44.458,15.144,10,3,ml,45,122.6,,1.4,us,usp000c816,2014-11-07T01:19:52.384Z,"7 km ENE of Pag, Croatia",earthquake,,,,,reviewed,us,ldg
2003-09-21T11:32:48.910Z,42.439,18.629,12,3.2,md,20,79.2,,,us,usp000c86f,2014-11-07T01:19:53.846Z,"2 km SW of Bijela, Montenegro",earthquake,,,,,reviewed,pdg,rom
2003-09-27T21:44:42.330Z,42.894,18.236,0.5,2.7,md,19,68.3,,,us,usp000c8va,2014-11-07T01:19:58.567Z,"13 km ESE of Ljubinje, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,pdg
2003-09-28T01:57:07.800Z,43.311,15.5,10,2.9,md,7,255.9,,,us,usp000c8wm,2014-11-07T01:19:58.786Z,"44 km WSW of Rogoznica, Croatia",earthquake,,,,,reviewed,rom,rom
2003-10-02T18:01:00.300Z,42.806,15.827,10,2.7,md,5,307.6,,,us,usp000c9cg,2014-11-07T01:20:07.217Z,"34 km SW of Komiža, Croatia",earthquake,,,,,reviewed,rom,rom
2003-10-02T22:54:22.200Z,43.141,13.626,5,2.6,md,5,271,,,us,usp000c9d6,2014-11-07T01:20:07.307Z,"2 km NNE of Grottazzolina, Italy",earthquake,,,,,reviewed,rom,rom
2003-10-11T06:13:26.300Z,43.154,15.523,10,3.7,ml,42,147.3,,,us,usp000ca4m,2014-11-07T01:20:11.005Z,"48 km WNW of Komiža, Croatia",earthquake,,,,,reviewed,rom,zamg
2003-10-11T14:03:06.990Z,45.678,15.709,10,2.6,ml,12,191.3,,0.64,us,usp000ca59,2014-11-07T01:20:11.058Z,"4 km WNW of Donja Zden?ina, Croatia",earthquake,,,,,reviewed,us,zamg
2003-10-15T23:15:18.100Z,42.645,15.707,10,2.7,md,6,345.2,,,us,usp000cafh,2014-11-07T01:20:12.166Z,"54 km SW of Komiža, Croatia",earthquake,,,,,reviewed,rom,rom
2003-10-16T12:46:14.900Z,43.175,15.259,10,3.5,ml,14,160.6,,,us,usp000cagp,2014-11-07T01:20:12.331Z,"Adriatic Sea",earthquake,,,,,reviewed,rom,zamg
2003-10-17T08:42:29.850Z,42.961,17.544,10,3.7,ml,24,101.4,,0.87,us,usp000cakn,2014-11-07T01:20:13.085Z,"6 km SSW of Opuzen, Croatia",earthquake,,,,,reviewed,us,bud
2003-10-17T22:43:56.600Z,44.206,16.377,10,3.1,ml,18,161.4,,0.59,us,usp000cand,2014-11-07T01:20:13.333Z,"3 km NNE of Bosansko Grahovo, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,bud
2003-10-18T22:49:58.460Z,43.013,17.136,10,2.6,md,20,92.9,,1.11,us,usp000caqy,2014-11-07T01:20:13.608Z,"5 km NW of Orebi?, Croatia",earthquake,,,,,reviewed,us,pdg
2003-10-19T02:10:30.700Z,43.85,15.341,10,3.5,md,80,53.2,,,us,usp000car9,2014-11-07T01:20:13.629Z,"13 km SW of Biograd na Moru, Croatia",earthquake,,,,,reviewed,rom,pdg
2003-10-19T06:07:04.730Z,45.659,14.318,10,2.9,ml,26,114.9,,0.82,us,usp000cary,2014-11-07T01:20:13.699Z,"9 km ESE of Pivka, Slovenia",earthquake,,,,,reviewed,us,zamg
2003-10-23T13:11:56.400Z,42.997,17.574,4,3.6,ml,44,58.3,,,us,usp000cb2y,2014-11-07T01:20:14.812Z,"2 km SSE of Opuzen, Croatia",earthquake,,,,,reviewed,pdg,pdg
2003-10-28T12:05:19.290Z,42.607,19.02,9.3,2.6,ml,9,62.4,,,us,usp000cbfd,2014-11-07T01:20:16.808Z,"11 km WNW of Danilovgrad, Montenegro",earthquake,,,,,reviewed,pdg,pdg
2003-10-28T12:37:18.270Z,42.599,19.017,12,2.5,ml,9,62.4,,,us,usp000cbfe,2014-11-07T01:20:16.810Z,"11 km WNW of Danilovgrad, Montenegro",earthquake,,,,,reviewed,pdg,pdg
2003-11-09T06:25:01.990Z,45.051,14.549,5,3.2,ml,23,115.9,,0.82,us,usp000ccdw,2014-11-07T01:20:25.965Z,"3 km NW of Krk, Croatia",earthquake,,,,,reviewed,us,zamg
2003-11-11T05:17:51.520Z,44.152,16.786,10,3.2,md,44,133.9,,1.21,us,usp000cckg,2014-11-07T01:20:27.181Z,"12 km NNW of Glamo?, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,pdg
2003-11-21T06:08:42.280Z,43.485,16.055,10,3.3,ml,19,98,,1,us,usp000cdjf,2014-11-07T01:20:32.116Z,"5 km SW of Marina, Croatia",earthquake,,,,,reviewed,us,zamg
2003-11-22T02:06:55.640Z,43.096,17.824,8.3,2.5,md,24,104.5,,,us,usp000cdmf,2014-11-07T01:20:32.379Z,"5 km SW of Crni?i, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,pdg
2003-11-23T22:25:53.750Z,46.06,15.098,10,2.6,ml,13,67.1,,0.26,us,usp000cds9,2014-11-07T01:20:32.965Z,"6 km W of Rade?e, Slovenia",earthquake,,,,,reviewed,us,zamg
2003-11-25T22:26:33.900Z,45.55,14.094,4.8,2.5,md,11,238.4,,,us,usp000cdw7,2014-11-07T01:20:33.536Z,"12 km W of Ilirska Bistrica, Slovenia",earthquake,,,,,reviewed,rom,rom
2003-11-27T09:42:10.120Z,43.221,15.933,10,3.9,ml,55,54.2,,1.39,us,usp000ce05,2014-11-07T01:20:34.045Z,"Adriatic Sea",earthquake,,,,,reviewed,us,pdg
2003-11-29T09:59:36.880Z,45.924,16.089,10,3.2,ml,51,107.5,,1.41,us,usp000ce4n,2014-11-07T01:20:34.442Z,"3 km WNW of Kašina, Croatia",earthquake,,,,,reviewed,us,zamg
2003-11-29T11:05:07.670Z,45.947,16.02,10,2.6,ml,10,225.3,,0.43,us,usp000ce4q,2014-11-07T01:20:34.450Z,"7 km ESE of Stubi?ke Toplice, Croatia",earthquake,,,,,reviewed,us,zamg
2003-12-02T17:51:10.200Z,45.674,14.189,10,3.3,ml,47,98.4,,,us,usp000cece,2014-11-07T01:20:39.381Z,"1 km SSW of Pivka, Slovenia",earthquake,,,,,reviewed,rom,zamg
2003-12-05T20:51:19.960Z,42.363,19.396,19.2,2.5,md,13,91.6,,,us,usp000cekp,2014-11-07T01:20:41.699Z,"5 km E of Tuzi, Montenegro",earthquake,,,,,reviewed,pdg,pdg
2003-12-05T20:56:51.110Z,42.376,19.389,23.5,3.2,ml,60,54.5,,,us,usp000cekq,2014-11-07T01:20:41.703Z,"4 km ENE of Tuzi, Montenegro",earthquake,,,,,reviewed,pdg,pdg
2003-12-10T10:18:50.300Z,42.798,13.508,9.8,2.5,md,8,189.9,,,us,usp000ceyh,2014-11-07T01:20:43.929Z,"6 km N of Valle Castellana, Italy",earthquake,,,,,reviewed,rom,rom
2003-12-10T10:26:32.000Z,42.83,13.525,5,2.5,md,7,218.7,,,us,usp000ceym,2014-11-07T01:20:43.936Z,"4 km WSW of Ascoli Piceno, Italy",earthquake,,,,,reviewed,rom,rom
2003-12-11T16:08:21.130Z,45.895,14.856,10,2.8,ml,8,232.7,,0.93,us,usp000cf1a,2014-11-07T01:20:44.355Z,"6 km S of Šentvid pri Sti?ni, Slovenia",earthquake,,,,,reviewed,us,zamg
2003-12-16T07:06:19.730Z,46.361,16.945,10,4,ml,58,53.9,,1.45,us,usp000cfc6,2014-11-07T01:20:46.116Z,"4 km E of Murakeresztúr, Hungary",earthquake,,,,,reviewed,us,grf
2003-12-31T20:43:48.870Z,46.065,18.278,10,2.6,ml,11,126.2,,0.8,us,usp000cgp0,2014-11-07T01:20:51.976Z,"3 km ESE of Pécs, Hungary",earthquake,,,,,reviewed,us,bud
2004-01-02T16:14:29.300Z,46.205,13.982,5,2.9,ml,27,65.7,,,us,usp000cgvw,2014-11-07T01:20:56.698Z,"7 km SSE of Bohinjska Bistrica, Slovenia",earthquake,,,,,reviewed,rom,zamg
2004-01-03T08:32:04.300Z,46.544,13.854,10,2.9,ml,23,59.9,,0.63,us,usp000cgy0,2014-11-07T01:20:57.266Z,"2 km SW of Finkenstein am Faaker See, Austria",earthquake,,,,,reviewed,us,zamg
2004-01-03T17:46:43.770Z,43.467,17.543,10,3,ml,13,139.3,,,us,usp000cgzu,2014-11-07T01:20:58.623Z,"9 km NNE of Ko?erin, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,zag
2004-01-08T09:35:48.550Z,45.223,14.917,3,3.2,ml,30,126.3,,0.9,us,usp000cheg,2014-11-07T01:21:00.227Z,"11 km SSE of Mrkopalj, Croatia",earthquake,,5.2,,,reviewed,us,zamg
2004-01-08T14:23:31.610Z,45.872,15.98,8.4,2.6,ml,19,158.1,,0.57,us,usp000chf1,2014-11-07T01:21:00.275Z,"6 km N of Zagreb, Croatia",earthquake,,4.8,,,reviewed,us,zag
2004-01-11T05:34:06.260Z,43.862,16.048,10,2.6,ml,10,181.2,,0.84,us,usp000chn2,2014-11-07T01:21:02.437Z,"8 km W of Drniš, Croatia",earthquake,,,,,reviewed,us,zag
2004-01-14T03:43:47.100Z,45.477,14.233,10,2.7,ml,19,151.9,,,us,usp000chv8,2014-11-07T01:21:04.041Z,"10 km S of Ilirska Bistrica, Slovenia",earthquake,,,,,reviewed,rom,zamg
2004-01-18T22:12:09.520Z,45.046,15.001,10,2.8,ml,20,166.7,,1.5,us,usp000cj77,2014-11-07T01:21:05.901Z,"9 km NE of Senj, Croatia",earthquake,,,,,reviewed,us,zamg
2004-01-24T12:49:42.900Z,46.027,13.704,5,2.8,ml,16,99.1,,,us,usp000cjk1,2014-11-07T01:21:07.282Z,"7 km NE of Solkan, Slovenia",earthquake,,,,,reviewed,rom,zag
2004-01-24T18:13:30.620Z,43.05,18.216,10.1,2.7,ml,13,106.1,,,us,usp000cjkf,2014-11-07T01:21:07.358Z,"15 km NE of Ljubinje, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,zag
2004-01-25T15:59:04.820Z,42.999,18.073,10,2.9,ml,24,95.1,,0.61,us,usp000cjng,2014-11-07T01:21:07.937Z,"5 km NNW of Ljubinje, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,zag
2004-01-26T06:49:21.300Z,43.109,14.988,10,2.9,md,12,191.6,,,us,usp000cjq2,2014-11-07T01:21:08.104Z,"90 km W of Komiža, Croatia",earthquake,,,,,reviewed,rom,rom
2004-01-31T20:07:27.830Z,45.032,14.829,2.2,3.6,ml,69,67.7,,0.76,us,usp000ck49,2014-11-07T01:21:11.076Z,"Slovenia-Croatia border region",earthquake,,3.6,,,reviewed,us,zamg
2004-02-07T02:12:59.400Z,43.412,15.894,10,2.9,md,6,280.7,,,us,usp000ckkq,2014-11-07T01:21:18.740Z,"13 km SSW of Rogoznica, Croatia",earthquake,,,,,reviewed,rom,rom
2004-02-11T13:30:47.570Z,46.03,14.143,16.7,2.6,ml,18,74,,1.29,us,usp000ckzh,2014-11-07T01:21:20.455Z,"3 km ESE of Žiri, Slovenia",earthquake,,7.7,,,reviewed,us,zamg
2004-02-17T11:12:31.070Z,42.579,18.993,1.6,3.2,ml,23,44.7,,,us,usp000cmdp,2014-11-07T01:21:22.034Z,"12 km WNW of Danilovgrad, Montenegro",earthquake,,,,,reviewed,pdg,pdg
2004-02-19T17:53:00.530Z,42.522,18.306,6.5,2.7,ml,15,180,,,us,usp000cmks,2014-11-07T01:21:22.898Z,"9 km SE of Cavtat, Croatia",earthquake,,,,,reviewed,pdg,pdg
2004-02-26T23:05:24.340Z,45.799,15.525,10,2.7,ml,18,100.4,,0.53,us,usp000cne3,2014-11-07T01:21:29.800Z,"9 km ESE of Kostanjevica na Krki, Slovenia",earthquake,,,,,reviewed,us,zamg
2004-02-28T20:45:47.990Z,43.126,18.799,10,2.6,md,11,153.7,,,us,usp000cnns,2014-11-07T01:21:32.092Z,"4 km SW of Plužine, Montenegro",earthquake,,,,,reviewed,pdg,pdg
2004-03-20T05:30:05.660Z,45.91,14.925,10,2.8,ml,16,141.6,,0.35,us,usp000cqeb,2014-11-07T01:21:45.024Z,"7 km W of Trebnje, Slovenia",earthquake,,,,,reviewed,us,zamg
2004-03-21T03:18:15.310Z,43.732,16.856,5,4.2,ml,123,72.2,,1.08,us,usp000cqgk,2014-11-07T01:21:45.589Z,"Croatia region",earthquake,,,,,reviewed,us,pdg
2004-03-27T02:24:18.800Z,43.237,15.38,10,3.1,md,33,110.6,,,us,usp000cqzh,2014-11-07T01:21:47.397Z,"57 km SW of Rogoznica, Croatia",earthquake,,,,,reviewed,rom,rom
2004-03-28T15:29:52.100Z,43.121,15.061,10,2.9,md,10,112,,,us,usp000cr4n,2014-11-07T01:21:48.418Z,"84 km W of Komiža, Croatia",earthquake,,,,,reviewed,rom,rom
2004-03-31T15:23:26.720Z,43.823,18.567,10,3.9,ml,152,27.6,,,us,usp000crcb,2014-11-07T01:21:49.073Z,"0 km NNW of Pale, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,pdg
2004-04-03T19:38:05.320Z,46.124,14.666,10,2.8,md,22,85.5,,0.84,us,usp000crm4,2014-11-07T01:21:53.844Z,"4 km SE of Dob, Slovenia",earthquake,,,,,reviewed,us,rom
2004-04-05T00:51:27.500Z,43.555,15.432,10,3.3,md,62,92.1,,,us,usp000crqg,2014-11-07T01:21:54.634Z,"32 km SSW of Murter, Croatia",earthquake,,,,,reviewed,ldg,rom
2004-04-05T05:42:08.900Z,43.538,15.692,10,3.3,md,23,108,,,us,usp000crr4,2014-11-07T01:21:54.721Z,"19 km WSW of Primošten, Croatia",earthquake,,,,,reviewed,rom,pdg
2004-04-08T02:17:15.200Z,44.007,16.011,10,3.1,md,19,97.9,,,us,usp000cryk,2014-11-07T01:21:55.781Z,"4 km NE of Kistanje, Croatia",earthquake,,,,,reviewed,rom,rom
2004-04-09T00:15:55.200Z,43.874,13.702,5,3.2,ml,54,79.2,,,us,usp000cs15,2014-11-07T01:21:56.074Z,"32 km NNE of Pietra la Croce, Italy",earthquake,,,,,reviewed,rom,rom
2004-04-14T20:05:01.610Z,43.013,17.782,5.9,2.5,md,16,115.5,,,us,usp000csge,2014-11-07T01:21:59.335Z,"11 km ESE of Metkovi?, Croatia",earthquake,,,,,reviewed,pdg,pdg
2004-04-14T20:18:57.770Z,43.014,17.773,8.2,3.3,md,57,55,,,us,usp000csgj,2014-11-07T01:21:59.349Z,"11 km ESE of Metkovi?, Croatia",earthquake,,,,,reviewed,pdg,rom
2004-04-15T15:25:32.580Z,46.095,14.693,10,2.8,md,19,91.1,,0.58,us,usp000csjg,2014-11-07T01:22:00.136Z,"6 km SW of Morav?e, Slovenia",earthquake,,,,,reviewed,us,rom
2004-04-15T17:30:52.090Z,45.427,14.299,10,2.5,ml,13,243.6,,0.61,us,usp000csjr,2014-11-07T01:22:00.153Z,"6 km WSW of Klana, Croatia",earthquake,,,,,reviewed,us,zamg
2004-04-15T17:45:24.300Z,42.681,18.217,10,2.5,md,13,158.5,,,us,usp000csjs,2014-11-07T01:22:00.155Z,"6 km NNE of ?iba?a, Croatia",earthquake,,,,,reviewed,pdg,pdg
2004-04-15T19:22:35.500Z,43.303,15.177,10,3.1,md,22,172.1,,,us,usp000csjz,2014-11-07T01:22:00.176Z,"66 km SSW of Murter, Croatia",earthquake,,,,,reviewed,rom,rom
2004-04-18T01:45:23.670Z,43.009,17.804,6.4,3.1,ml,13,109.4,,,us,usp000cstw,2014-11-07T01:22:01.843Z,"13 km SSE of Tasov?i?i, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,bud
2004-04-22T22:36:39.210Z,43.15,18.787,2,2.5,md,13,168.4,,,us,usp000ct5t,2014-11-07T01:22:04.471Z,"4 km W of Plužine, Montenegro",earthquake,,,,,reviewed,pdg,pdg
2004-04-24T00:38:56.520Z,42.995,17.777,11,3.7,ml,137,25.9,,,us,usp000ct88,2014-11-07T01:22:04.797Z,"12 km ESE of Metković, Croatia",earthquake,,,,,reviewed,pdg,pdg
2004-04-24T00:40:26.220Z,43,17.916,9.7,2.7,ml,12,126.2,,,us,usp000ct89,2014-11-07T01:22:04.810Z,"9 km SSW of Stolac, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,pdg
2004-04-24T06:29:36.910Z,42.386,19.401,15.2,3.2,ml,32,41,,,us,usp000ct8x,2014-11-07T01:22:04.861Z,"6 km ENE of Tuzi, Montenegro",earthquake,,,,,reviewed,pdg,rom
2004-04-24T21:22:50.020Z,43.012,17.815,3.8,2.7,ml,22,73.1,,,us,usp000ctb0,2014-11-07T01:22:05.230Z,"13 km SE of Tasov?i?i, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,bud
2004-04-25T05:43:47.020Z,42.96,17.806,12.8,3.1,md,66,57.5,,,us,usp000ctc3,2014-11-07T01:22:05.381Z,"12 km NNW of Podgora, Croatia",earthquake,,,,,reviewed,pdg,pdg
2004-04-27T00:19:28.510Z,44.5,17.639,10,3.2,ml,63,99.9,,0.96,us,usp000cth1,2014-11-07T01:22:06.602Z,"11 km SE of Maslovare, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,bud
2004-04-28T02:29:17.510Z,44.077,16.371,5,2.5,ml,23,110.5,,0.95,us,usp000ctmh,2014-11-07T01:22:07.429Z,"11 km S of Bosansko Grahovo, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,lju
2004-05-03T10:49:42.770Z,44.257,18.697,4,2.6,md,10,322.6,,,us,usp000cu2v,2014-11-07T01:22:13.869Z,"3 km N of Kladanj, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,pdg
2004-05-11T18:12:37.320Z,46.085,14.764,10,2.9,ml,29,59.2,,0.77,us,usp000cus6,2014-11-07T01:22:17.350Z,"5 km WNW of Litija, Slovenia",earthquake,,,,,reviewed,us,zamg
2004-05-13T02:48:26.700Z,43.156,13.82,5,3.8,ml,128,37.4,,,us,usp000cuwg,2014-11-07T01:22:18.089Z,"3 km SE of Porto San Giorgio, Italy",earthquake,,,,,reviewed,rom,zamg
2004-05-15T23:02:05.460Z,43.153,18.788,5,2.6,md,18,147.4,,,us,usp000cv5m,2014-11-07T01:22:19.388Z,"4 km W of Plužine, Montenegro",earthquake,,,,,reviewed,pdg,pdg
2004-05-17T15:00:45.680Z,42.927,17.953,0,2.8,ml,12,120.9,,,us,usp000cvbc,2014-11-07T01:22:20.381Z,"11 km WSW of Ljubinje, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,zag
2004-05-18T14:33:04.410Z,44.126,17.982,8.1,2.6,md,15,119.4,,,us,usp000cvfk,2014-11-07T01:22:20.799Z,"7 km NNE of Ka?uni, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,pdg
2004-05-18T14:49:24.540Z,44.219,17.865,1.6,3.1,md,17,119.6,,,us,usp000cvfm,2014-11-07T01:22:20.802Z,"1 km NNE of Lokvine, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,pdg
2004-05-18T21:33:21.440Z,45.698,18.175,10,3.1,md,34,122,,0.68,us,usp000cvgm,2014-11-07T01:22:20.882Z,"7 km S of Donji Miholjac, Croatia",earthquake,,,,,reviewed,us,pdg
2004-05-23T15:19:07.960Z,43.406,17.447,10,5,mwc,465,13,,1.18,us,usp000cw01,2022-05-02T17:12:32.654Z,"3 km WNW of Ko?erin, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,hrv
2004-05-23T15:34:41.900Z,43.214,17.426,2,2.5,md,11,157.5,,,us,usp000cw03,2014-11-07T01:22:23.295Z,"4 km ENE of Vrgorac, Croatia",earthquake,,,,,reviewed,pdg,pdg
2004-05-25T02:25:20.740Z,43.339,17.466,2.3,3.3,ml,26,81,,,us,usp000cw50,2014-11-07T01:22:23.927Z,"5 km SE of Grude, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,bud
2004-05-25T10:35:22.100Z,43.4,17.497,10,3.9,ml,58,67.1,,1.22,us,usp000cw63,2014-11-07T01:22:24.091Z,"1 km NE of Ko?erin, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,bud
2004-05-25T10:42:55.900Z,43.402,17.433,10,3.8,ml,121,42.6,,1.32,us,usp000cw65,2014-11-07T01:22:24.099Z,"3 km NNE of Grude, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,zag
2004-05-26T17:52:15.030Z,43.391,17.432,4.3,3.9,ml,87,42.6,,,us,usp000cwa4,2014-11-07T01:22:24.462Z,"2 km NE of Grude, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,bud
2004-05-27T19:16:01.300Z,43.053,17.45,6.1,3,ml,12,175.3,,,us,usp000cwdb,2014-11-07T01:22:25.296Z,"7 km W of Komin, Croatia",earthquake,,,,,reviewed,pdg,zag
2004-05-27T19:20:13.910Z,43.019,17.323,10,3.5,ml,73,56.6,,1.17,us,usp000cwdc,2014-11-07T01:22:25.298Z,"12 km ENE of Orebi?, Croatia",earthquake,,,,,reviewed,us,zag
2004-05-27T20:01:51.600Z,43.044,18.15,11,2.6,md,16,95.1,,,us,usp000cwdf,2014-11-07T01:22:25.309Z,"11 km NNE of Ljubinje, Bosnia and Herzegovina",earthquake,,,,,reviewed,pdg,pdg
2004-06-01T04:20:12.410Z,44.943,14.949,5,2.8,ml,13,164.5,,1.14,us,usp000cwsw,2014-11-07T01:22:28.976Z,"6 km SSE of Senj, Croatia",earthquake,,,,,reviewed,us,zamg
2004-06-01T05:18:39.000Z,43.167,15.246,10,2.8,md,11,181.2,,,us,usp000cwsy,2014-11-07T01:22:29.000Z,"70 km W of Komiža, Croatia",earthquake,,,,,reviewed,rom,rom
2004-06-01T06:33:37.880Z,44.97,14.881,5,2.7,ml,8,154.6,,0.94,us,usp000cwt9,2014-11-07T01:22:29.140Z,"2 km SW of Senj, Croatia",earthquake,,,,,reviewed,us,zamg
2004-06-02T14:42:59.780Z,42.522,18.681,15.3,2.8,ml,20,81.9,,,us,usp000cwxu,2014-11-07T01:22:31.360Z,"1 km WNW of Risan, Montenegro",earthquake,,,,,reviewed,pdg,pdg
